total_attempts,correct_attempts,accuracy,weighted_score,recent_accuracy,accuracy_trend,streak_length,avg_time_per_q,days_since_last,easy_accuracy,medium_accuracy,hard_accuracy,global_accuracy,topics_attempted,level,optimal_difficulty
22,14,0.6383,11.5092,0.7615,0.0611,7,17.17,30.89,0.8579,0.4766,0.4129,0.6407,6,intermediate,medium
113,100,0.8968,9.8343,0.6086343038458654,-0.2882,6,8.49,124.41363116355681,0.9579,0.747,0.6143,0.7392,21,advanced,hard
44,25,0.5474,3.7062,0.6598,-0.041,5,33.34,3.27,0.6484,0.4401,0.2282,0.5967,14,intermediate,medium
84,64,0.7652,22.0926,0.550845815809377,-0.2144,4,8.61,196.8368078317193,0.9525,0.8189,0.7576,0.6576,13,advanced,hard
3,1,0.3384,1.3747,0.3602,0.0381,2,30.41,62.03,0.4088,0.2117,0.0281,0.2091,1,beginner,easy
47,28,0.6049,7.2528,0.6924,-0.0318,1,15.23,44.81,0.6208,0.4876,0.1447,0.4915,8,intermediate,medium
85,66,0.7863,27.3977,0.7489,0.0988,10,10.21,22.61,0.9304,0.754,0.6775,0.7948,14,advanced,hard
37,22,0.6321,4.7878,0.6301,0.1267,4,34.09,10.6,0.6265,0.7464,0.4492,0.4659,12,intermediate,medium
38,18,0.4488,9.4147,0.712,0.1487,3,12.75,3.64,0.7253,0.5826,0.139,0.5099,15,intermediate,easy
12,5,0.4273,1.4239,0.2905,-0.0892,1,20.45,14.58,0.5158,0.287,0.0768,0.4366,3,beginner,easy
45,23,0.4964,6.7417,0.4363,0.0054,1,10.28,42.39,0.9331,0.6665,0.4085,0.5185,12,intermediate,medium
7,3,0.4022,0.3144,0.1012,0.0856,0,47.25,84.05,0.4051,0.2502,0.0484,0.4352,2,beginner,easy
7,1,0.2031,2.3262,0.4638,-0.0174,0,28.89,30.97,0.6702,0.2932,0.1259,0.163,3,beginner,easy
56,35,0.6319,5.2952,0.5607,0.0071,1,15.15,17.55,0.8541,0.5544,0.1731,0.585,5,intermediate,medium
5,2,0.3228,2.9562,0.3997,-0.1421,1,57.82,83.07,0.5973,0.2832,0.057,0.2784,1,beginner,easy
8,1,0.2416,1.5376,0.5195,-0.0864,2,31.25,64.27,0.4193,0.2776,0.1234,0.4751,3,beginner,easy
18,7,0.4615,2.7328,0.3935,0.0924,0,59.65,14.61,0.4822,0.302,0.1833,0.2536,3,beginner,easy
9,2,0.1882,1.3465,0.1647,-0.0103,0,25.28,37.25,0.6772,0.2801,0.0204,0.4185,5,beginner,easy
27,15,0.4811,9.3846,0.3438,0.0361,6,11.18,16.89,0.7362,0.5028,0.3671,0.5602,13,intermediate,medium
9,4,0.5034,1.0244,0.3385,-0.1217,3,27.16,43.2,0.6487,0.19,0.1489,0.3707,4,beginner,easy
2,1,0.3732,0.7942,0.237,0.0709,2,29.52,88.34,0.3654,0.2479,0.173,0.2254,3,beginner,easy
4,2,0.4084,1.7489,0.1502,-0.0842,3,29.83,32.85,0.3369,0.2385,0.0587,0.3393,5,beginner,easy
15,12,0.7825,17.6702,0.7583,0.03,3,13.8,21.03,0.9715,0.8553,0.5217,0.6556,7,advanced,hard
2,2,1.0,2.8189,1.0,0.0914,2,49.21,89.41,0.7012,0.4175,0.1323,0.4569,4,beginner,easy
10,2,0.2443,0.246,0.3316,0.0486,2,19.93,5.98,0.6366,0.1515,0.0446,0.3709,1,beginner,easy
42,31,0.7769,4.9917,0.4664,0.024,0,10.6,11.13,0.9809,0.6536,0.2615,0.6035,11,intermediate,medium
14,3,0.2284,0.786,0.2544,0.06,3,39.51,87.7,0.6787,0.2182,0.022,0.3064,1,beginner,easy
1,0,0.3011,1.2647,0.2215,-0.0904,2,47.89,0.27,0.4116,0.3709,0.0731,0.3708,4,beginner,easy
10,2,0.1002,1.1259,0.4183,-0.1004,1,19.59,69.52,0.5819,0.2219,0.0,0.3869,1,beginner,easy
102,91,0.8968,34.5838,0.8662,0.0106,5,7.42,1.55,0.9057,0.9409,0.6987,0.8024,8,advanced,hard
1,1,1.0,2.6951,1.0,0.0831,1,30.75,8.45,0.4207,0.186,0.1605,0.2522,1,beginner,easy
26,18,0.7361,8.0468,0.5063,0.1276,1,14.02,28.14,0.8867,0.7763,0.1433,0.643,13,intermediate,medium
11,5,0.4313,7.7387,0.6066,0.0413,2,12.34,31.39,0.6598,0.6698,0.3078,0.3775,8,intermediate,easy
9,2,0.189,1.0268,0.3097,-0.0772,1,16.85,88.57,0.4012,0.1395,0.0039,0.2582,5,beginner,easy
82,75,1.0,31.1511,1.0,-0.0387,2,18.54,23.96,0.9953,0.9594,0.9067,0.8954,19,advanced,hard
18,8,0.4176,1.7157,0.2016,-0.0718,0,52.93,76.39,0.325,0.3217,0.1301,0.2037,2,beginner,easy
3,0,0.2251,2.9494,0.4648,-0.0515,3,20.52,34.45,0.4229,0.3126,0.1445,0.3275,2,beginner,easy
3,1,0.2586,1.2418,0.2151,-0.023,1,58.15,63.28,0.5986,0.1926,0.1445,0.3232,3,beginner,easy
7,3,0.4122,1.7628,0.4776,-0.1227,0,17.27,85.52,0.6684,0.4068,0.0635,0.4786,1,beginner,easy
45,29,0.6552,11.8607,0.4216,0.1269,8,32.3,4.5,0.6435,0.6896,0.1574,0.4873,7,intermediate,medium
58,39,0.6743,4.1476,0.5446,0.1162,3,33.99,24.6,0.8845,0.6216,0.3547,0.5744,13,intermediate,medium
134,116,0.8948,32.7819,0.824,0.0957,11,9.42,3.88,0.989,0.7866,0.8479,0.9266,8,advanced,hard
16,8,0.4625,5.2537,0.4728,0.0388,2,27.72,44.86,0.7141,0.5929,0.2119,0.4392,12,intermediate,medium
15,7,0.4555,3.8404,0.4833,0.1195,4,30.19,30.66,0.8901,0.6054,0.2407,0.5802,5,intermediate,easy
24,13,0.5287,10.3669,0.6056,-0.0196,5,34.14,10.39,0.6566,0.6792,0.2013,0.4637,9,intermediate,medium
36,27,0.7276,34.0354,0.8577,0.0395,7,17.05,9.83,0.9697,0.8332,0.5902,0.8346,23,advanced,hard
41,27,0.6716,2.0967,0.757,0.1366,3,15.64,32.1,0.8337,0.4717,0.1808,0.4431,13,intermediate,medium
62,54,0.9069,29.7898,0.996,0.0432,14,8.57,13.14,0.955,0.7657,0.5241,0.6928,17,advanced,hard
9,3,0.3463,0.2375,0.4671,-0.1274,3,50.59,33.24,0.6321,0.2762,0.116,0.2082,2,beginner,easy
73,61,0.8272,25.8511,0.9536,-0.003,2,13.94,2.36,0.9311,0.7182,0.4524,0.6999,5,advanced,hard
9,4,0.5051,1.3149,0.4984,-0.0917,3,45.19,47.31,0.7243,0.3135,0.1894,0.429,5,beginner,easy
55,38,0.724,3.5589,0.6651,0.1385,7,28.57,41.78,0.9252,0.7135,0.2175,0.4916,9,intermediate,medium
19,5,0.2294,2.5166,0.3777,0.0422,3,51.93,13.51,0.4722,0.2267,0.0393,0.1755,4,beginner,easy
50,24,0.4962,6.9777,0.7234,0.1199,6,13.19,1.67,0.7427,0.4423,0.3825,0.6058,13,intermediate,easy
32,16,0.4761,10.1817,0.6722,0.0273,7,9.96,42.31,0.6416,0.7006,0.3358,0.4433,8,intermediate,medium
11,6,0.6088,8.7045,0.5218,-0.0063,1,25.09,11.5,0.794,0.5457,0.4591,0.7084,7,intermediate,medium
52,44,0.8062,18.8633,0.9258,-0.0404,6,9.75,1.2,0.9575,0.8597,0.5686,0.7206,22,advanced,hard
1,0,0.0,2.9607,0.0,-0.0482,0,52.92,63.47,0.307,0.2479,0.1435,0.3214,1,beginner,easy
11,2,0.1256,0.3266,0.1939,-0.058,1,53.22,79.06,0.3883,0.2996,0.0747,0.3906,4,beginner,easy
118,101,0.8596,27.1794,0.8744,-0.0472,11,19.21,6.5,0.9462,0.8231,0.672,0.7145,18,advanced,hard
22,10,0.4891,4.2225,0.7577,0.0785,7,16.11,2.53,0.7092,0.7293,0.3485,0.6087,12,intermediate,easy
43,38,0.8955,20.5155,0.7334,0.0621,19,9.43,11.16,0.987,0.864,0.8027,0.8263,25,advanced,hard
19,9,0.4559,1.4348,0.4084,-0.0262,3,17.65,72.92,0.338,0.292,0.1466,0.4073,2,beginner,easy
6,2,0.3455,1.7306,0.1826,0.0443,2,30.05,62.78,0.5986,0.3899,0.1157,0.2757,2,beginner,easy
104,86,0.8195,28.3923,0.8392,-0.0131,16,13.87,11.12,0.8899,0.7573,0.6594,0.6991,23,advanced,hard
47,29,0.5865,5.9054,0.5776,0.0524,7,29.13,35.43,0.6337,0.5373,0.1734,0.5566,14,intermediate,medium
52,30,0.5533,10.0459,0.6146,0.0758,5,10.59,21.23,0.6488,0.4658,0.0961,0.481,10,intermediate,medium
51,38,0.699,15.5182,0.8703,0.0839,2,14.86,4.68,0.9191,0.8202,0.6332,0.8598,24,advanced,hard
18,10,0.5064,9.188,0.7296,0.0214,2,32.81,28.21,0.8957,0.5986,0.2201,0.4503,10,intermediate,medium
111,91,0.8277,13.3678,0.9296,0.0485,16,8.07,21.13,0.8867,0.9456,0.5509,0.9067,19,advanced,hard
48,34,0.6997,6.2219,0.6485,0.0735,3,26.87,26.18,0.827,0.5755,0.1923,0.5352,12,intermediate,medium
26,14,0.5678,10.772,0.5039,0.0575,7,26.83,6.97,0.932,0.5,0.1478,0.4879,12,intermediate,medium
41,20,0.4405,2.1182,0.4399,0.0662,5,17.76,38.78,0.6211,0.4476,0.1499,0.6431,8,intermediate,easy
7,2,0.1897,2.0462,0.2334,0.0506,3,40.3,76.03,0.5304,0.2482,0.0735,0.2057,5,beginner,easy
60,32,0.5812,7.0704,0.6199,-0.0285,6,33.9,25.31,0.7307,0.7911,0.3764,0.581,12,intermediate,medium
22,14,0.6204,11.4401,0.5446,-0.0081,4,18.34,21.64,0.7879,0.6866,0.2873,0.4634,4,intermediate,medium
39,19,0.471,11.3084,0.7155,0.0751,1,23.18,18.06,0.8572,0.6984,0.4028,0.4188,11,intermediate,easy
128,124,1.0,32.2781,1.0,0.026,4,13.53,16.47,0.9415,0.8771,0.6554,0.86,15,advanced,hard
58,37,0.6443,2.6986,0.5648,0.0798,0,27.85,17.92,0.6878,0.4252,0.419,0.6815,12,intermediate,medium
65,64,0.9836,13.1252,0.9403,-0.0151,13,8.79,3.69,0.9003,0.8927,0.4984,0.8627,21,advanced,hard
16,6,0.3622,1.2721,0.3284,-0.0775,3,16.92,49.65,0.3822,0.0611,0.0,0.1405,3,beginner,easy
71,54,0.7721,30.3574,0.742,-0.0193,13,16.97,14.48,0.9496,0.8213,0.8876,0.708,5,advanced,hard
16,6,0.3818,0.9098,0.4307,-0.0197,3,51.65,57.93,0.6094,0.3751,0.0,0.4193,2,beginner,easy
35,18,0.5207,8.9184,0.6162,0.0566,6,23.82,33.03,0.8793,0.7395,0.4203,0.4488,12,intermediate,medium
14,8,0.5424,7.1518,0.6554,0.0845,3,31.14,40.93,0.804,0.5092,0.2421,0.5975,3,intermediate,medium
28,25,0.9042,30.0942,0.8215,-0.0157,8,12.01,20.56,0.9625,0.7817,0.5749,0.8797,24,advanced,hard
19,9,0.4522,11.1118,0.4955,0.1294,8,23.45,15.59,0.8459,0.6825,0.0909,0.4089,4,intermediate,easy
17,6,0.3657,1.2933,0.2812,0.0809,3,53.54,81.77,0.5734,0.1591,0.1739,0.4528,5,beginner,easy
23,14,0.5598,7.147,0.6583,0.0787,4,23.91,6.66,0.8482,0.4109,0.2586,0.3697,3,intermediate,medium
13,6,0.4163,2.445,0.466,-0.1489,2,25.35,58.42,0.6394,0.2743,0.0223,0.1864,2,beginner,easy
53,30,0.5754,8.4945,0.7247,0.0565,6,23.94,10.74,0.693,0.4634,0.2765,0.4275,6,intermediate,medium
22,10,0.4794,7.2589,0.6345,0.0438,1,19.86,27.04,0.9459,0.6813,0.1095,0.517,15,intermediate,easy
15,8,0.5254,7.3647,0.5725,0.0667,6,25.6,38.16,0.7621,0.6309,0.278,0.6127,14,intermediate,medium
42,30,0.6704,8.802,0.4031,-0.018,2,14.46,32.35,0.8781,0.6572,0.2547,0.3934,10,intermediate,medium
56,36,0.6687,6.5955,0.466,-0.0115,2,15.92,10.23,0.8515,0.6507,0.3541,0.6508,5,intermediate,medium
81,68,0.8329,13.2457,0.9747,0.0471,11,6.27,25.14,0.8657,0.7933,0.734,0.7054,20,advanced,hard
49,43,0.8938,24.2949,0.9876,0.0884,3,18.23,17.32,0.8588,0.9283,0.5192,0.7864,19,advanced,hard
48,35,0.6937,10.5046,0.4939,0.0448,2,24.01,12.3,0.6171,0.6528,0.1264,0.4077,9,intermediate,medium
116,101,0.8647,17.9325,0.7536,0.0094,20,14.07,7.71,0.8971,0.8891,0.5585,0.8853,6,advanced,hard
9,5,0.5234,7.163,0.4261,-0.0308,5,29.74,26.14,0.7877,0.6252,0.132,0.4556,5,intermediate,medium
2,1,0.4793,2.4754,0.1387,-0.1186,2,28.43,19.41,0.6351,0.3948,0.0617,0.1697,4,beginner,easy
4,2,0.3886,1.0535,0.418,-0.1097,1,21.43,13.33,0.3709,0.1474,0.0036,0.2342,3,beginner,easy
2,0,0.0,2.7273,0.0,-0.0155,0,41.44,39.31,0.5841,0.3644,0.0656,0.1912,1,beginner,easy
38,30,0.829,30.9613,0.8187,-0.0381,4,10.56,9.89,0.9514,0.8109,0.552,0.8496,23,advanced,hard
119,92,0.8058,23.9418,0.8814,0.0173,18,7.69,11.47,0.935,0.8834,0.8563,0.8605,21,advanced,hard
31,20,0.6365,7.5802,0.7766,0.0332,5,29.44,2.62,0.8172,0.5864,0.3583,0.6516,4,intermediate,medium
17,3,0.1453,1.0024,0.3165,-0.1214,2,52.42,29.01,0.5841,0.1699,0.1149,0.4126,5,beginner,easy
31,24,0.7515,11.5954,0.8411,-0.04,3,10.73,26.12,0.9064,0.7874,0.8509,0.6957,18,advanced,hard
28,17,0.6496,6.1858,0.5778,0.0344,6,18.71,19.85,0.7157,0.6275,0.1588,0.5171,11,intermediate,medium
106,94,0.9612,18.0727,1.0,0.009,8,12.71,4.95,0.9879,0.8487,0.8403,0.8559,20,advanced,hard
44,30,0.6871,7.6844,0.4867,0.0926,6,15.81,39.97,0.6334,0.4292,0.2639,0.6049,7,intermediate,medium
70,57,0.8357,13.1533,0.7838,-0.0097,20,9.78,2.57,0.92,0.8715,0.8388,0.7708,12,advanced,hard
18,8,0.3764,2.3695,0.1916,0.052,0,52.12,60.81,0.3167,0.2714,0.0958,0.1602,2,beginner,easy
28,20,0.7415,8.851,0.7724,0.1363,5,25.64,10.37,0.8986,0.5087,0.1817,0.5145,6,intermediate,medium
10,5,0.5543,2.0196,0.4183,-0.0601,3,47.74,42.72,0.5148,0.4001,0.1472,0.3831,2,beginner,easy
16,15,0.872,37.0831,0.9334,0.04,11,13.71,19.26,0.8459,0.8903,0.6268,0.7323,21,advanced,hard
91,71,0.7156,37.8586,0.8097,0.0523,3,9.81,10.12,0.7941,0.8134,0.6921,0.6435,11,advanced,hard
20,7,0.3518,1.8382,0.1615,-0.0344,2,22.08,69.85,0.512,0.2549,0.0508,0.2411,4,beginner,easy
7,2,0.4169,0.7654,0.5259,-0.0086,2,36.39,33.87,0.7549,0.2295,0.1591,0.4856,2,beginner,easy
92,89,0.9515,32.2688,0.8744,0.0792,6,6.92,25.3,0.8803,0.7268,0.5882,0.662,14,advanced,hard
35,19,0.5231,4.2909,0.5127,0.0541,3,31.54,27.94,0.7885,0.6622,0.3932,0.6481,14,intermediate,medium
2,1,0.5,1.7121,0.5,-0.0084,1,56.04,72.41,0.5275,0.1849,0.1071,0.3296,1,beginner,easy
14,7,0.4944,8.7272,0.7198,0.0059,8,34.36,7.95,0.6151,0.572,0.1551,0.6274,8,intermediate,medium
53,47,0.89,30.6805,0.7804196139132493,-0.1096,8,8.06,110.78524330969411,0.8947,0.8226,0.4706,0.6548,5,advanced,hard
6,2,0.2725,0.563,0.4374,-0.1271,0,44.65,20.85,0.5201,0.1527,0.0873,0.3907,2,beginner,easy
49,25,0.5158,2.7414,0.5945,-0.0398,3,32.35,19.13,0.8386,0.7514,0.2723,0.6429,7,intermediate,medium
30,23,0.8369,12.6857,0.7798,-0.0288,10,7.11,8.86,0.9589,0.8195,0.8204,0.7293,20,advanced,hard
60,44,0.732,5.7687,0.6731,0.1144,8,18.38,7.69,0.8992,0.5959,0.1277,0.4918,6,intermediate,medium
30,17,0.4785,2.3148,0.3902,0.0014,4,13.24,34.56,0.597,0.4606,0.0875,0.6134,4,intermediate,medium
27,12,0.469,9.586,0.6008,0.1443,7,31.6,14.63,0.9175,0.4502,0.4628,0.4139,12,intermediate,easy
75,57,0.7605,13.9696,0.7351,0.0834,6,19.15,13.51,0.9421,0.8126,0.5051,0.8097,5,advanced,hard
11,8,0.6714,2.7995,0.6654,0.0932,0,34.38,30.35,0.6711,0.6296,0.3797,0.569,12,intermediate,medium
2,1,0.361,0.3325,0.3513,-0.0415,1,18.64,61.05,0.4716,0.2054,0.0213,0.2497,5,beginner,easy
20,7,0.3854,1.1462,0.4629,-0.1271,1,51.39,18.25,0.3825,0.4057,0.1752,0.4526,5,beginner,easy
51,32,0.6616,2.9063,0.8359,0.0984,7,24.93,36.1,0.7471,0.5333,0.404,0.445,5,intermediate,medium
136,108,0.8229,18.3445,0.9497,0.0507,14,15.34,8.72,0.9911,0.8159,0.585,0.8472,15,advanced,hard
1,1,1.0,0.5586,1.0,-0.1229,1,24.82,73.48,0.4817,0.3319,0.1275,0.3046,3,beginner,easy
59,46,0.8106,26.3706,0.948,0.0252,7,16.05,19.6,1.0,0.9165,0.7222,0.903,12,advanced,hard
111,105,0.9786,19.2639,0.9658,-0.0344,2,12.67,15.81,0.8987,0.8324,0.9288,0.7986,6,advanced,hard
136,108,0.736,29.0024,0.6679,-0.0098,4,13.16,14.49,0.8108,0.7104,0.8037,0.6363,24,advanced,hard
12,3,0.2509,1.7815,0.3546,0.0236,3,46.44,15.02,0.4833,0.2343,0.1126,0.1922,3,beginner,easy
5,1,0.1602,2.4388,0.3842,-0.0187,1,19.66,51.3,0.3093,0.1512,0.0131,0.3755,2,beginner,easy
42,19,0.4423,6.8837,0.7098,0.0239,4,33.43,25.7,0.837,0.5631,0.3717,0.4693,4,intermediate,easy
89,70,0.7537,12.3422,0.6674,0.0953,16,10.49,8.01,0.8288,0.6715,0.6733,0.8564,15,advanced,hard
53,48,0.9683,10.0396,0.821,-0.0337,9,19.65,7.7,1.0,0.8152,0.5549,0.7205,14,advanced,hard
54,26,0.5221,6.8914,0.768,0.1141,3,34.3,5.6,0.7665,0.556,0.2633,0.4568,14,intermediate,easy
42,28,0.6798,8.8052,0.4686,0.0533,5,19.18,3.09,0.7684,0.4332,0.1791,0.6114,5,intermediate,medium
10,4,0.3964,2.3127,0.4974,-0.0321,1,53.73,65.36,0.5561,0.1646,0.0644,0.2024,1,beginner,easy
47,35,0.749,32.3366,0.8538,0.0985,4,13.49,7.41,0.9736,0.9205,0.6233,0.7214,13,advanced,hard
4,1,0.2865,2.4976,0.1399,0.0214,2,27.16,12.75,0.6132,0.122,0.0514,0.3945,3,beginner,easy
47,41,0.8716,38.1533,0.7707,-0.0377,5,15.76,8.47,0.9453,0.7655,0.5658,0.8501,14,advanced,hard
36,17,0.5192,9.2785,0.5237,0.0872,6,18.32,25.27,0.6567,0.5037,0.3247,0.7277,12,intermediate,easy
40,19,0.5091,6.6385,0.586,0.1111,7,22.35,28.85,0.7218,0.674,0.1628,0.4707,8,intermediate,easy
50,36,0.726,5.9103,0.53,0.1493,2,31.52,19.28,0.7742,0.6777,0.1417,0.6111,12,intermediate,medium
55,26,0.4735,10.396,0.5432,0.021,3,11.57,21.23,0.9109,0.4637,0.4245,0.5337,14,intermediate,easy
14,9,0.7011,4.3912,0.4827,0.0339,5,34.65,43.97,0.9666,0.5369,0.2467,0.6131,5,intermediate,medium
11,5,0.5077,3.4788,0.7684,0.0576,8,17.89,35.48,0.6853,0.4815,0.1625,0.5371,4,intermediate,easy
44,22,0.499,10.4976,0.6116,-0.0405,4,22.33,9.53,0.6036,0.694,0.407,0.693,10,intermediate,easy
17,4,0.2893,0.2302,0.5113,-0.0232,0,50.32,76.58,0.6015,0.2542,0.1031,0.345,5,beginner,easy
40,19,0.4464,5.5231,0.5743,0.087,6,33.14,2.06,0.686,0.3757,0.2703,0.4636,9,intermediate,easy
14,7,0.4754,0.3053,0.1153,-0.099,2,49.47,78.44,0.3074,0.2881,0.0518,0.2545,2,beginner,easy
19,8,0.4413,2.3806,0.4453,-0.0568,1,40.4,4.15,0.5653,0.3851,0.0495,0.3771,5,beginner,easy
14,10,0.7142,9.2285,0.7924,0.0686,0,29.09,17.55,0.9517,0.6631,0.2033,0.7119,12,intermediate,medium
8,3,0.3385,1.8307,0.3316,-0.0513,0,46.74,49.29,0.5792,0.2545,0.1336,0.2331,1,beginner,easy
3,1,0.1051,2.5311,0.4233,0.0295,1,55.38,57.44,0.5334,0.2131,0.0701,0.3575,2,beginner,easy
2,1,0.2535,1.1613,0.1051,0.0115,0,40.48,11.06,0.3993,0.3622,0.0561,0.2027,3,beginner,easy
44,20,0.4293,2.1413,0.6712,0.0795,1,27.59,14.61,0.81,0.5373,0.2093,0.5047,9,intermediate,easy
50,43,0.833,28.3138,0.9319,0.0394,10,5.28,23.3,0.8957,0.8561,0.86,0.6879,7,advanced,hard
37,33,0.8753,36.181,0.9327,0.0606,6,15.54,16.11,0.8934,0.8265,0.6782,0.8132,12,advanced,hard
12,3,0.297,1.7287,0.2234,-0.1496,3,20.54,1.18,0.3643,0.151,0.1346,0.4607,3,beginner,easy
122,90,0.7535,32.3937,0.7657,0.0941,4,17.54,7.6,1.0,0.7932,0.5952,0.7708,18,advanced,hard
89,82,0.9125,31.3765,0.8312,-0.0292,15,6.35,15.52,0.8896,0.9389,0.7363,0.7932,16,advanced,hard
12,8,0.6535,7.0558,0.587,-0.0005,7,9.74,31.06,0.7065,0.6928,0.1901,0.4224,15,intermediate,medium
112,92,0.8375,21.6134,0.9284,-0.0478,18,18.58,19.16,0.8868,0.89,0.469,0.796,18,advanced,hard
52,34,0.7077,5.694,0.8291,0.0261,0,18.36,36.01,0.6624,0.5237,0.3941,0.4861,12,intermediate,medium
128,112,0.8524,23.1807,0.8074,-0.0394,18,13.93,1.88,0.9739,0.7615,0.7029,0.8075,16,advanced,hard
24,13,0.5247,5.5964,0.7236,0.0432,7,28.56,14.41,0.6416,0.48,0.0865,0.6297,14,intermediate,medium
9,5,0.6158,10.1207,0.8008,0.1109,1,18.76,0.32,0.7147,0.7718,0.383,0.7144,9,intermediate,medium
105,95,0.8633,35.0317,0.7009,0.0014,18,5.12,0.36,0.874,0.8943,0.8118,0.8515,7,advanced,hard
19,6,0.3157,2.2493,0.3736,0.071,2,41.32,11.46,0.5585,0.1859,0.1563,0.4373,5,beginner,easy
2,1,0.3414,1.5684,0.0933,0.0433,1,34.35,49.34,0.405,0.1295,0.0941,0.3075,5,beginner,easy
133,130,0.981,32.8179,0.713,0.0072,12,6.3,15.45,0.8732,0.7383,0.6605,0.8523,16,advanced,hard
26,18,0.7252,4.4763,0.4799,0.028,7,13.13,38.41,0.8188,0.7204,0.1699,0.478,11,intermediate,medium
19,7,0.3557,2.058,0.1459,-0.1125,0,42.88,83.57,0.6664,0.3298,0.0035,0.3543,4,beginner,easy
19,10,0.5612,9.6225,0.6453,0.0924,6,17.59,19.72,0.7284,0.502,0.3425,0.522,4,intermediate,medium
82,59,0.7091,14.5079,0.7297,-0.005,11,6.7,18.57,0.9685,0.888,0.7308,0.7245,16,advanced,hard
40,20,0.4779,2.763,0.7671,0.0603,0,10.39,20.77,0.8936,0.564,0.3227,0.4187,8,intermediate,easy
17,8,0.5037,1.2331,0.3871,-0.0265,1,37.1,30.97,0.5794,0.3054,0.1736,0.3173,1,beginner,easy
47,23,0.4811,7.3098,0.4523,-0.0204,8,23.78,31.5,0.6095,0.5526,0.433,0.5325,12,intermediate,easy
9,2,0.1325,2.5705,0.2509,0.0494,2,47.84,50.41,0.6228,0.2134,0.0041,0.2692,1,beginner,easy
15,5,0.3298,0.2082,0.1732,-0.1225,3,51.02,75.04,0.3654,0.2831,0.0071,0.1782,3,beginner,easy
72,59,0.8178,36.526,0.8795,0.0786,6,11.97,15.31,0.9122,0.8282,0.7509,0.8816,24,advanced,hard
93,80,0.8697,39.0021,0.9641,-0.0309,14,9.53,2.11,0.9623,0.7561,0.6453,0.8301,23,advanced,hard
99,95,0.9521,36.0407,0.7281,0.0717,13,8.83,18.39,0.8989,0.8348,0.573,0.8664,20,advanced,hard
60,49,0.8092,37.787,0.873,0.064,10,16.59,10.38,0.8961,0.8452,0.8064,0.6419,6,advanced,hard
0,0,0.0,2.9343,0.0,-0.0315,0,43.12,13.93,0.5522,0.3147,0.0595,0.3034,3,beginner,easy
6,2,0.3401,0.1219,0.328,0.0761,1,27.35,0.5,0.6753,0.3831,0.207,0.3923,1,beginner,easy
2,1,0.3668,2.4766,0.2081,0.0488,3,40.76,17.36,0.3717,0.4094,0.0833,0.4283,2,beginner,easy
57,37,0.6262,8.9372,0.5125,0.0771,5,34.41,29.99,0.6033,0.3858,0.3989,0.5143,11,intermediate,medium
19,8,0.3894,2.9678,0.3929,0.0148,3,49.44,89.68,0.3748,0.2455,0.0,0.1196,4,beginner,easy
62,59,0.9539,37.4612,0.7111,0.0086,7,16.78,21.45,0.9795,0.7724,0.6977,0.9057,12,advanced,hard
29,17,0.558,11.9028,0.4942,-0.0216,3,23.75,25.49,0.9073,0.5021,0.4007,0.421,8,intermediate,medium
138,131,0.9822,11.2273,0.9638,0.0884,2,19.7,12.89,0.9879,0.787,0.5352,0.7751,13,advanced,hard
36,27,0.7679,18.5512,0.6492656154763011,-0.1186,7,12.55,191.57254843980795,0.8981,0.8806,0.5272,0.7333,5,advanced,hard
5,2,0.2884,2.4606,0.3612,-0.1381,0,49.2,36.06,0.3304,0.1768,0.0747,0.3634,5,beginner,easy
19,10,0.5252,11.8351,0.6816,-0.0205,7,26.24,18.35,0.9111,0.4049,0.1633,0.4159,8,intermediate,medium
10,3,0.3012,0.0446,0.1901,-0.0421,3,54.72,53.79,0.3642,0.1116,0.0359,0.3419,4,beginner,easy
48,22,0.4667,6.2874,0.804,0.1087,0,8.7,3.45,0.8837,0.6666,0.3195,0.6839,11,intermediate,easy
27,18,0.676,6.1687,0.7501,0.1,1,26.08,43.08,0.8603,0.4936,0.2147,0.5166,5,intermediate,medium
5,1,0.1482,0.8584,0.3581,0.0859,3,59.11,58.8,0.4951,0.2907,0.0061,0.3983,5,beginner,easy
65,57,0.8632,27.001,0.9485,0.0081,9,6.49,2.46,0.8933,0.7951,0.7059,0.6523,9,advanced,hard
44,27,0.6243,2.5751,0.7179,0.1403,2,30.12,24.94,0.6233,0.6833,0.3185,0.4079,9,intermediate,medium
34,17,0.5008,2.1984,0.5393,0.1192,4,9.68,40.8,0.9602,0.5979,0.4372,0.6898,12,intermediate,easy
9,3,0.3005,1.0113,0.217,0.0186,1,22.9,77.05,0.6578,0.3471,0.1021,0.175,1,beginner,easy
17,3,0.1764,1.9228,0.3364,0.0454,3,35.11,0.83,0.3186,0.3637,0.0495,0.4435,4,beginner,easy
2,1,0.3722,1.1628,0.3061,-0.0073,2,50.25,24.46,0.4879,0.2074,0.066,0.4574,1,beginner,easy
16,9,0.5712,7.7311,0.5788,0.0408,2,10.38,4.25,0.9514,0.4202,0.1564,0.5168,5,intermediate,medium
102,98,0.9601,31.6435,0.8461,-0.0244,4,12.47,6.69,0.9925,0.8343,0.5589,0.7894,10,advanced,hard
31,23,0.7083,3.2823,0.4541,0.0663,3,17.47,23.57,0.6169,0.403,0.4029,0.6227,9,intermediate,medium
8,4,0.4865,5.7792,0.6846,-0.049,2,21.56,21.46,0.8501,0.5748,0.4353,0.6012,6,intermediate,easy
